trade_id,entry_time,exit_time,pnl,mae,mfe
1020,2024-03-26 09:30:00,2024-03-26 11:30:00,7.3123,0.2676,7.6774
1021,2024-03-26 11:30:00,2024-03-26 13:30:00,-8.9799,11.3701,1.5048
1022,2024-03-26 13:30:00,2024-03-27 09:30:00,7.6054,1.473,9.6527
1023,2024-03-26 15:30:00,2024-03-27 11:30:00,5.182,2.3831,8.8651
1024,2024-03-26 17:30:00,2024-03-27 12:30:00,-7.2265,9.6089,3.2155
1025,2024-03-26 19:30:00,2024-03-26 21:30:00,-1.016,1.6931,0.4635
1026,2024-03-26 21:30:00,2024-03-26 23:30:00,5.9776,1.2723,8.8711
1027,2024-03-26 23:30:00,2024-03-27 06:30:00,3.2522,3.0914,9.7592
1028,2024-03-27 01:30:00,2024-03-27 15:30:00,-6.0455,11.8631,2.6154
1029,2024-03-27 03:30:00,2024-03-27 11:30:00,3.5537,0.5463,6.4532
1030,2024-03-27 05:30:00,2024-03-27 17:30:00,-10.1875,11.1778,2.6096
1031,2024-03-27 07:30:00,2024-03-27 11:30:00,-0.6141,0.9094,8.1319
1032,2024-03-27 09:30:00,2024-03-28 02:30:00,6.1898,0.4905,8.052
1033,2024-03-27 11:30:00,2024-03-27 19:30:00,0.592,0.2163,2.6811
1034,2024-03-27 13:30:00,2024-03-27 15:30:00,-1.9947,3.4053,1.321
1035,2024-03-27 15:30:00,2024-03-28 09:30:00,4.9467,3.7576,7.2344
1036,2024-03-27 17:30:00,2024-03-28 14:30:00,5.3738,2.9613,7.9565
1037,2024-03-27 19:30:00,2024-03-27 20:30:00,7.0502,1.1706,12.4701
1038,2024-03-27 21:30:00,2024-03-28 08:30:00,4.8717,5.8825,7.1261
1039,2024-03-27 23:30:00,2024-03-28 19:30:00,5.9069,4.8332,11.7387
1040,2024-03-28 01:30:00,2024-03-28 18:30:00,4.1645,0.7036,5.8116
1041,2024-03-28 03:30:00,2024-03-28 23:30:00,1.8276,5.6723,2.7772
1042,2024-03-28 05:30:00,2024-03-28 15:30:00,0.9475,2.9808,0.9551
1043,2024-03-28 07:30:00,2024-03-28 16:30:00,-0.6863,2.2169,3.4513
1044,2024-03-28 09:30:00,2024-03-29 02:30:00,-5.5618,8.6361,2.8273
1045,2024-03-28 11:30:00,2024-03-28 15:30:00,-4.2766,6.1992,8.162
1046,2024-03-28 13:30:00,2024-03-28 19:30:00,-0.9101,4.5453,3.3747
1047,2024-03-28 15:30:00,2024-03-29 05:30:00,1.7073,2.5619,5.7675
1048,2024-03-28 17:30:00,2024-03-29 09:30:00,7.7041,0.9877,8.465
1049,2024-03-28 19:30:00,2024-03-28 22:30:00,0.291,4.0775,1.558
1050,2024-03-28 21:30:00,2024-03-29 09:30:00,5.5174,3.5815,10.4713
1051,2024-03-28 23:30:00,2024-03-29 08:30:00,5.8966,0.879,13.9227
1052,2024-03-29 01:30:00,2024-03-29 13:30:00,-0.6572,4.9911,6.4638
1053,2024-03-29 03:30:00,2024-03-30 02:30:00,3.4735,3.445,7.8892
1054,2024-03-29 05:30:00,2024-03-29 07:30:00,-0.7176,1.6746,2.1055
1055,2024-03-29 07:30:00,2024-03-30 06:30:00,7.1107,5.069,9.7398
1056,2024-03-29 09:30:00,2024-03-29 20:30:00,3.6792,2.6145,3.9397
1057,2024-03-29 11:30:00,2024-03-30 05:30:00,-5.4524,7.9433,2.3445
1058,2024-03-29 13:30:00,2024-03-29 23:30:00,1.3076,1.5857,2.688
1059,2024-03-29 15:30:00,2024-03-29 23:30:00,8.7406,7.0507,10.89
1060,2024-03-29 17:30:00,2024-03-30 11:30:00,-0.4062,0.546,1.124
1061,2024-03-29 19:30:00,2024-03-30 11:30:00,2.7386,1.032,5.1469
1062,2024-03-29 21:30:00,2024-03-30 01:30:00,3.2294,1.712,5.1174
1063,2024-03-29 23:30:00,2024-03-30 16:30:00,-4.6831,8.8633,1.0447
1064,2024-03-30 01:30:00,2024-03-30 19:30:00,3.0535,0.2536,4.5721
1065,2024-03-30 03:30:00,2024-03-30 12:30:00,-6.4692,7.0591,0.8895
1066,2024-03-30 05:30:00,2024-03-31 03:30:00,-2.6281,3.0773,1.0371
1067,2024-03-30 07:30:00,2024-03-30 22:30:00,5.8786,2.1882,6.0287
1068,2024-03-30 09:30:00,2024-03-30 17:30:00,2.2838,1.7523,7.0638
1069,2024-03-30 11:30:00,2024-03-30 12:30:00,-1.0224,5.7521,3.7087
1070,2024-03-30 13:30:00,2024-03-31 05:30:00,2.7323,3.3731,6.6897
1071,2024-03-30 15:30:00,2024-03-30 20:30:00,0.1995,4.3407,2.2094
1072,2024-03-30 17:30:00,2024-03-31 11:30:00,0.5629,4.5624,2.8513
1073,2024-03-30 19:30:00,2024-03-31 08:30:00,3.7841,6.6756,6.9967
1074,2024-03-30 21:30:00,2024-03-31 08:30:00,-3.1368,4.6442,0.3831
1075,2024-03-30 23:30:00,2024-03-31 03:30:00,0.7017,5.8985,1.4555
1076,2024-03-31 01:30:00,2024-03-31 18:30:00,-1.0613,2.9886,1.9781
1077,2024-03-31 03:30:00,2024-03-31 07:30:00,-7.428,14.2257,0.6753
1078,2024-03-31 05:30:00,2024-03-31 15:30:00,-4.1023,4.7336,6.6532
1079,2024-03-31 07:30:00,2024-04-01 03:30:00,8.341,5.0946,9.3684
1080,2024-03-31 09:30:00,2024-04-01 07:30:00,2.4236,1.7603,4.2641
1081,2024-03-31 11:30:00,2024-04-01 10:30:00,-6.1179,13.2418,9.4263
1082,2024-03-31 13:30:00,2024-04-01 12:30:00,-7.2018,10.8067,1.4157
1083,2024-03-31 15:30:00,2024-04-01 04:30:00,-0.0608,0.5148,3.6685
1084,2024-03-31 17:30:00,2024-03-31 22:30:00,8.3059,2.9867,12.2449
1085,2024-03-31 19:30:00,2024-04-01 15:30:00,-0.4338,5.3472,4.1942
1086,2024-03-31 21:30:00,2024-04-01 16:30:00,7.035,1.7432,9.9035
1087,2024-03-31 23:30:00,2024-04-01 22:30:00,2.2597,9.8792,4.8412
1088,2024-04-01 01:30:00,2024-04-01 16:30:00,2.8563,0.4477,5.1573
1089,2024-04-01 03:30:00,2024-04-01 07:30:00,-6.1786,11.1861,0.272
1090,2024-04-01 05:30:00,2024-04-01 17:30:00,5.1876,4.2858,8.1642
1091,2024-04-01 07:30:00,2024-04-01 18:30:00,-1.1747,1.2741,8.0859
1092,2024-04-01 09:30:00,2024-04-02 05:30:00,4.8155,0.7267,10.4475
1093,2024-04-01 11:30:00,2024-04-01 21:30:00,-3.5708,8.6251,2.9118
1094,2024-04-01 13:30:00,2024-04-01 21:30:00,1.3852,2.4344,5.9527
1095,2024-04-01 15:30:00,2024-04-01 17:30:00,2.26,3.0142,2.8675
1096,2024-04-01 17:30:00,2024-04-02 13:30:00,-0.2702,3.1781,1.2185
1097,2024-04-01 19:30:00,2024-04-02 13:30:00,2.5227,3.968,7.3663
1098,2024-04-01 21:30:00,2024-04-01 22:30:00,-0.832,3.6939,6.4615
1099,2024-04-01 23:30:00,2024-04-02 09:30:00,-2.7453,4.5536,0.3126
1100,2024-04-02 01:30:00,2024-04-02 13:30:00,8.5274,3.0827,9.0767
1101,2024-04-02 03:30:00,2024-04-02 14:30:00,5.7448,0.7723,14.2889
1102,2024-04-02 05:30:00,2024-04-03 03:30:00,-3.3043,3.5286,2.2888
1103,2024-04-02 07:30:00,2024-04-02 11:30:00,3.3422,1.2743,10.8123
1104,2024-04-02 09:30:00,2024-04-02 17:30:00,-3.2134,3.8208,2.6206
1105,2024-04-02 11:30:00,2024-04-02 16:30:00,-5.4234,13.965,2.7385
1106,2024-04-02 13:30:00,2024-04-02 19:30:00,5.669,4.7356,6.7526
1107,2024-04-02 15:30:00,2024-04-03 12:30:00,-8.0205,8.9259,4.8277
1108,2024-04-02 17:30:00,2024-04-03 15:30:00,5.1343,8.1089,11.2076
1109,2024-04-02 19:30:00,2024-04-02 21:30:00,-0.7636,1.465,1.105
1110,2024-04-02 21:30:00,2024-04-03 12:30:00,-0.5577,2.6461,0.9426
1111,2024-04-02 23:30:00,2024-04-03 05:30:00,2.5488,4.6923,7.294
1112,2024-04-03 01:30:00,2024-04-03 06:30:00,3.406,3.91,5.0173
1113,2024-04-03 03:30:00,2024-04-03 10:30:00,-3.6317,4.9206,0.5198
1114,2024-04-03 05:30:00,2024-04-03 10:30:00,4.0886,0.28,9.1173
1115,2024-04-03 07:30:00,2024-04-03 19:30:00,1.0669,2.6152,6.3772
1116,2024-04-03 09:30:00,2024-04-04 08:30:00,-5.7803,8.8904,0.6511
1117,2024-04-03 11:30:00,2024-04-04 01:30:00,-0.3494,2.1176,2.6371
1118,2024-04-03 13:30:00,2024-04-04 06:30:00,7.4064,1.6291,9.0318
1119,2024-04-03 15:30:00,2024-04-04 03:30:00,8.883,5.1954,9.5694
1120,2024-04-03 17:30:00,2024-04-03 18:30:00,4.0867,2.9045,6.4592
1121,2024-04-03 19:30:00,2024-04-03 21:30:00,-5.4517,7.576,2.0942
1122,2024-04-03 21:30:00,2024-04-04 04:30:00,2.953,2.4436,3.8537
1123,2024-04-03 23:30:00,2024-04-04 05:30:00,4.7543,7.5077,4.9022
1124,2024-04-04 01:30:00,2024-04-04 21:30:00,4.1285,2.518,5.3237
1125,2024-04-04 03:30:00,2024-04-04 23:30:00,4.4248,0.4567,7.79
1126,2024-04-04 05:30:00,2024-04-05 01:30:00,2.3163,3.727,6.2192
1127,2024-04-04 07:30:00,2024-04-04 22:30:00,0.1379,2.3018,1.1727
1128,2024-04-04 09:30:00,2024-04-04 22:30:00,-2.5418,3.1408,3.5888
1129,2024-04-04 11:30:00,2024-04-05 02:30:00,-8.9897,10.6645,3.2571
1130,2024-04-04 13:30:00,2024-04-04 23:30:00,2.1982,0.3331,5.6064
1131,2024-04-04 15:30:00,2024-04-05 07:30:00,1.4303,3.0534,3.5255
1132,2024-04-04 17:30:00,2024-04-05 12:30:00,3.2879,0.2945,10.2065
1133,2024-04-04 19:30:00,2024-04-05 13:30:00,-6.1877,6.9312,7.0203
1134,2024-04-04 21:30:00,2024-04-05 12:30:00,3.7251,3.8379,7.1428
1135,2024-04-04 23:30:00,2024-04-05 01:30:00,10.7727,6.1082,13.668
1136,2024-04-05 01:30:00,2024-04-05 18:30:00,0.8923,1.3215,1.8592
1137,2024-04-05 03:30:00,2024-04-05 12:30:00,0.1917,2.7311,1.7711
1138,2024-04-05 05:30:00,2024-04-05 23:30:00,2.045,3.715,3.7046
1139,2024-04-05 07:30:00,2024-04-05 20:30:00,10.6617,2.4236,16.3466
1140,2024-04-05 09:30:00,2024-04-06 06:30:00,-4.6182,4.8519,3.799
1141,2024-04-05 11:30:00,2024-04-05 19:30:00,1.516,5.4047,1.6615
1142,2024-04-05 13:30:00,2024-04-06 11:30:00,-3.4983,3.8344,4.1151
1143,2024-04-05 15:30:00,2024-04-06 11:30:00,-2.235,2.6833,4.7311
1144,2024-04-05 17:30:00,2024-04-06 01:30:00,0.252,2.1083,0.5109
1145,2024-04-05 19:30:00,2024-04-06 07:30:00,7.2366,2.1113,7.7083
1146,2024-04-05 21:30:00,2024-04-06 10:30:00,9.505,0.3554,11.7399
1147,2024-04-05 23:30:00,2024-04-06 17:30:00,2.7407,7.9587,4.1322
1148,2024-04-06 01:30:00,2024-04-06 17:30:00,-1.383,2.5869,1.5756
1149,2024-04-06 03:30:00,2024-04-06 23:30:00,12.9637,2.3408,14.4395
1150,2024-04-06 05:30:00,2024-04-06 14:30:00,-1.6378,2.4324,2.0672
1151,2024-04-06 07:30:00,2024-04-06 19:30:00,-2.3557,5.6756,3.6204
1152,2024-04-06 09:30:00,2024-04-06 19:30:00,-8.3747,14.0796,2.448
1153,2024-04-06 11:30:00,2024-04-07 08:30:00,7.4805,6.991,8.6274
1154,2024-04-06 13:30:00,2024-04-06 21:30:00,5.3412,0.2868,8.5465
1155,2024-04-06 15:30:00,2024-04-07 05:30:00,12.589,5.3024,17.0674
1156,2024-04-06 17:30:00,2024-04-06 20:30:00,-6.4476,10.0967,0.3319
1157,2024-04-06 19:30:00,2024-04-07 15:30:00,7.7909,4.9236,9.6126
1158,2024-04-06 21:30:00,2024-04-07 06:30:00,0.8507,1.7244,6.3364
1159,2024-04-06 23:30:00,2024-04-07 07:30:00,4.5305,1.4389,5.8388
1160,2024-04-07 01:30:00,2024-04-07 15:30:00,-7.7389,12.546,7.4141
1161,2024-04-07 03:30:00,2024-04-07 15:30:00,7.8404,4.8641,9.8579
1162,2024-04-07 05:30:00,2024-04-08 01:30:00,4.4326,6.6972,5.3965
1163,2024-04-07 07:30:00,2024-04-07 20:30:00,0.3054,2.5956,1.156
1164,2024-04-07 09:30:00,2024-04-07 21:30:00,3.7256,1.6793,12.2893
1165,2024-04-07 11:30:00,2024-04-07 14:30:00,-3.3275,8.707,0.4899
1166,2024-04-07 13:30:00,2024-04-07 14:30:00,-2.3972,5.231,0.4975
1167,2024-04-07 15:30:00,2024-04-08 01:30:00,-1.8172,2.6345,0.8878
1168,2024-04-07 17:30:00,2024-04-08 16:30:00,-8.7636,10.0668,2.2868
1169,2024-04-07 19:30:00,2024-04-08 17:30:00,4.8088,4.4424,5.8235
1170,2024-04-07 21:30:00,2024-04-08 12:30:00,6.458,1.9301,8.0593
1171,2024-04-07 23:30:00,2024-04-08 14:30:00,-3.0067,3.5028,8.5876
1172,2024-04-08 01:30:00,2024-04-08 11:30:00,2.241,0.6139,4.4125
1173,2024-04-08 03:30:00,2024-04-08 08:30:00,-0.8277,6.4419,2.0534
1174,2024-04-08 05:30:00,2024-04-08 06:30:00,2.1414,0.1753,7.2571
1175,2024-04-08 07:30:00,2024-04-08 15:30:00,-2.6379,5.9951,5.9272
1176,2024-04-08 09:30:00,2024-04-08 17:30:00,-3.9171,6.5042,1.4369
1177,2024-04-08 11:30:00,2024-04-08 16:30:00,5.7604,4.7099,10.2091
1178,2024-04-08 13:30:00,2024-04-08 19:30:00,0.1806,4.5506,1.4854
1179,2024-04-08 15:30:00,2024-04-08 16:30:00,10.6105,1.8997,14.9126
1180,2024-04-08 17:30:00,2024-04-09 07:30:00,0.7315,3.0889,1.0141
1181,2024-04-08 19:30:00,2024-04-09 17:30:00,-4.1304,5.4352,1.5541
1182,2024-04-08 21:30:00,2024-04-09 13:30:00,6.6347,1.9401,8.0779
1183,2024-04-08 23:30:00,2024-04-09 10:30:00,3.654,2.858,9.8554
1184,2024-04-09 01:30:00,2024-04-09 11:30:00,4.1344,0.2127,6.6774
1185,2024-04-09 03:30:00,2024-04-09 11:30:00,6.453,5.4227,12.9425
1186,2024-04-09 05:30:00,2024-04-09 09:30:00,-2.764,4.8048,0.2462
1187,2024-04-09 07:30:00,2024-04-09 21:30:00,-0.1363,0.8978,5.1436
1188,2024-04-09 09:30:00,2024-04-09 23:30:00,-0.3572,0.9826,0.0435
1189,2024-04-09 11:30:00,2024-04-09 12:30:00,-5.9537,13.7394,2.676
1190,2024-04-09 13:30:00,2024-04-09 23:30:00,-0.818,4.8111,2.65
1191,2024-04-09 15:30:00,2024-04-09 22:30:00,7.1819,5.1454,11.1664
1192,2024-04-09 17:30:00,2024-04-09 21:30:00,1.6867,1.1248,4.4389
1193,2024-04-09 19:30:00,2024-04-10 12:30:00,-6.2303,6.2968,0.2176
1194,2024-04-09 21:30:00,2024-04-10 10:30:00,-7.2792,7.3235,4.6409
1195,2024-04-09 23:30:00,2024-04-10 14:30:00,8.8239,2.5532,16.0189
1196,2024-04-10 01:30:00,2024-04-10 18:30:00,0.0484,1.478,0.297
1197,2024-04-10 03:30:00,2024-04-11 02:30:00,-2.7371,3.2686,3.5057
1198,2024-04-10 05:30:00,2024-04-11 00:30:00,-0.87,1.7778,3.498
1199,2024-04-10 07:30:00,2024-04-10 22:30:00,-6.8865,7.2686,1.0065
1200,2024-04-10 09:30:00,2024-04-11 06:30:00,7.6155,1.4605,9.2222
1201,2024-04-10 11:30:00,2024-04-10 22:30:00,-1.4653,6.8049,3.6685
1202,2024-04-10 13:30:00,2024-04-11 12:30:00,7.337,2.5394,7.9678
1203,2024-04-10 15:30:00,2024-04-11 09:30:00,0.7583,3.0394,1.9517
1204,2024-04-10 17:30:00,2024-04-11 08:30:00,7.6477,6.1403,9.3473
1205,2024-04-10 19:30:00,2024-04-11 16:30:00,1.7835,1.4504,8.1927
1206,2024-04-10 21:30:00,2024-04-11 09:30:00,4.7662,0.4134,6.8564
1207,2024-04-10 23:30:00,2024-04-11 16:30:00,4.0955,4.7727,5.8025
1208,2024-04-11 01:30:00,2024-04-11 08:30:00,3.6165,0.9527,5.2041
1209,2024-04-11 03:30:00,2024-04-12 02:30:00,2.2397,1.9319,4.6574
1210,2024-04-11 05:30:00,2024-04-11 20:30:00,-0.6643,1.7838,1.3883
1211,2024-04-11 07:30:00,2024-04-12 01:30:00,10.0772,3.6103,12.7641
1212,2024-04-11 09:30:00,2024-04-11 20:30:00,-4.0347,5.5787,3.9066
1213,2024-04-11 11:30:00,2024-04-12 07:30:00,0.5215,1.7902,4.575
1214,2024-04-11 13:30:00,2024-04-11 15:30:00,0.5744,1.965,1.47
1215,2024-04-11 15:30:00,2024-04-11 18:30:00,2.5122,5.3451,5.3932
1216,2024-04-11 17:30:00,2024-04-12 05:30:00,-1.6474,9.2101,2.5644
1217,2024-04-11 19:30:00,2024-04-12 12:30:00,2.0737,2.2806,5.881
1218,2024-04-11 21:30:00,2024-04-12 16:30:00,-0.3442,5.4019,3.8142
1219,2024-04-11 23:30:00,2024-04-12 10:30:00,-7.4098,10.6067,5.8174
1220,2024-04-12 01:30:00,2024-04-12 16:30:00,0.5478,0.8507,1.8263
1221,2024-04-12 03:30:00,2024-04-12 16:30:00,-5.0028,8.7772,3.5537
1222,2024-04-12 05:30:00,2024-04-13 04:30:00,-8.1719,15.0514,0.7686
1223,2024-04-12 07:30:00,2024-04-12 23:30:00,1.1844,1.1473,3.293
1224,2024-04-12 09:30:00,2024-04-12 19:30:00,2.9394,6.1483,7.1915
1225,2024-04-12 11:30:00,2024-04-13 10:30:00,3.1335,3.6104,5.3763
1226,2024-04-12 13:30:00,2024-04-12 16:30:00,3.3359,0.928,9.8596
1227,2024-04-12 15:30:00,2024-04-13 14:30:00,-9.1629,12.0989,5.381
1228,2024-04-12 17:30:00,2024-04-12 21:30:00,-6.3051,14.7038,1.6443
1229,2024-04-12 19:30:00,2024-04-13 02:30:00,10.3676,6.607,11.7735
1230,2024-04-12 21:30:00,2024-04-13 16:30:00,-4.736,5.1979,6.551
1231,2024-04-12 23:30:00,2024-04-13 16:30:00,3.5542,0.1359,4.5747
1232,2024-04-13 01:30:00,2024-04-14 00:30:00,-2.9347,5.2353,2.0598
1233,2024-04-13 03:30:00,2024-04-13 21:30:00,0.8984,1.5035,3.5621
1234,2024-04-13 05:30:00,2024-04-13 20:30:00,-2.6663,8.2655,2.4586
1235,2024-04-13 07:30:00,2024-04-13 15:30:00,3.3077,4.2188,7.3953
1236,2024-04-13 09:30:00,2024-04-13 10:30:00,1.1839,3.0767,7.3739
1237,2024-04-13 11:30:00,2024-04-13 14:30:00,-1.7414,5.1175,1.9212
1238,2024-04-13 13:30:00,2024-04-13 20:30:00,-4.7509,6.2136,8.8412
1239,2024-04-13 15:30:00,2024-04-13 16:30:00,1.8389,2.1113,4.5362
1240,2024-04-13 17:30:00,2024-04-14 05:30:00,-5.5636,8.3104,1.9306
1241,2024-04-13 19:30:00,2024-04-14 13:30:00,2.6374,5.5962,2.9512
1242,2024-04-13 21:30:00,2024-04-14 20:30:00,13.6324,4.9334,14.5142
1243,2024-04-13 23:30:00,2024-04-14 11:30:00,7.2509,0.2492,11.0272
1244,2024-04-14 01:30:00,2024-04-14 22:30:00,4.0917,1.8242,4.9335
1245,2024-04-14 03:30:00,2024-04-15 02:30:00,0.072,0.6544,1.178
1246,2024-04-14 05:30:00,2024-04-15 01:30:00,-9.1938,12.2393,1.5169
1247,2024-04-14 07:30:00,2024-04-14 18:30:00,-6.1114,7.7833,0.6556
1248,2024-04-14 09:30:00,2024-04-14 17:30:00,6.914,7.5343,11.3482
1249,2024-04-14 11:30:00,2024-04-15 10:30:00,-3.4488,6.5849,3.924
1250,2024-04-14 13:30:00,2024-04-14 19:30:00,-2.9963,4.9241,5.4997
1251,2024-04-14 15:30:00,2024-04-15 01:30:00,-0.3283,2.1598,1.0069
1252,2024-04-14 17:30:00,2024-04-14 19:30:00,-4.8102,7.6734,5.6076
1253,2024-04-14 19:30:00,2024-04-15 14:30:00,-5.6338,6.522,2.092
1254,2024-04-14 21:30:00,2024-04-15 12:30:00,0.2476,2.2753,2.4128
1255,2024-04-14 23:30:00,2024-04-15 01:30:00,-3.9576,6.0934,1.6414
1256,2024-04-15 01:30:00,2024-04-15 07:30:00,-3.2051,9.1979,2.0276
1257,2024-04-15 03:30:00,2024-04-15 16:30:00,-3.406,4.354,5.6071
1258,2024-04-15 05:30:00,2024-04-15 18:30:00,3.1118,0.5013,3.3054
1259,2024-04-15 07:30:00,2024-04-16 02:30:00,-0.6606,8.9745,0.5699
1260,2024-04-15 09:30:00,2024-04-15 16:30:00,-0.3929,0.5956,1.3519
1261,2024-04-15 11:30:00,2024-04-16 09:30:00,3.4847,3.0272,7.2032
1262,2024-04-15 13:30:00,2024-04-16 00:30:00,-0.2102,5.4016,0.5671
1263,2024-04-15 15:30:00,2024-04-16 10:30:00,-0.8913,5.9384,0.3997
1264,2024-04-15 17:30:00,2024-04-15 23:30:00,2.8523,1.9947,4.8884
1265,2024-04-15 19:30:00,2024-04-15 20:30:00,3.841,0.1401,4.1258
1266,2024-04-15 21:30:00,2024-04-15 23:30:00,-0.2354,3.1425,5.5324
1267,2024-04-15 23:30:00,2024-04-16 08:30:00,0.903,7.7871,3.1758
1268,2024-04-16 01:30:00,2024-04-16 23:30:00,-3.409,3.6935,0.2196
1269,2024-04-16 03:30:00,2024-04-16 05:30:00,-3.8034,4.3226,5.7084
1270,2024-04-16 05:30:00,2024-04-16 14:30:00,4.3457,3.2587,4.5901
1271,2024-04-16 07:30:00,2024-04-16 10:30:00,2.7247,3.859,8.9846
1272,2024-04-16 09:30:00,2024-04-17 07:30:00,2.7765,4.0408,8.9873
1273,2024-04-16 11:30:00,2024-04-17 03:30:00,1.9043,0.5391,4.0723
1274,2024-04-16 13:30:00,2024-04-17 07:30:00,0.731,0.4039,3.2267
1275,2024-04-16 15:30:00,2024-04-17 08:30:00,3.9821,2.6465,12.8506
1276,2024-04-16 17:30:00,2024-04-17 09:30:00,5.1755,5.7869,8.3374
1277,2024-04-16 19:30:00,2024-04-17 13:30:00,5.0561,1.2845,6.0845
1278,2024-04-16 21:30:00,2024-04-16 22:30:00,-0.0039,1.937,4.8684
1279,2024-04-16 23:30:00,2024-04-17 19:30:00,7.435,1.0778,11.5419
1280,2024-04-17 01:30:00,2024-04-17 19:30:00,1.6423,7.5897,7.5751
1281,2024-04-17 03:30:00,2024-04-17 21:30:00,3.6619,2.4628,3.6748
1282,2024-04-17 05:30:00,2024-04-17 15:30:00,1.9104,5.2333,4.8659
1283,2024-04-17 07:30:00,2024-04-18 02:30:00,1.735,2.0897,3.2926
1284,2024-04-17 09:30:00,2024-04-17 18:30:00,-3.1788,5.4346,3.999
1285,2024-04-17 11:30:00,2024-04-17 13:30:00,4.0068,2.5009,5.9379
1286,2024-04-17 13:30:00,2024-04-18 10:30:00,14.7265,4.4523,17.5695
1287,2024-04-17 15:30:00,2024-04-17 21:30:00,-1.374,7.1297,1.561
1288,2024-04-17 17:30:00,2024-04-17 20:30:00,0.855,2.2342,2.102
1289,2024-04-17 19:30:00,2024-04-18 10:30:00,-1.731,4.3503,0.6047
1290,2024-04-17 21:30:00,2024-04-18 03:30:00,-1.9401,3.6873,4.3713
1291,2024-04-17 23:30:00,2024-04-18 19:30:00,8.2222,0.7092,14.6914
1292,2024-04-18 01:30:00,2024-04-18 12:30:00,-2.8649,8.0518,0.33
1293,2024-04-18 03:30:00,2024-04-18 04:30:00,-1.8704,9.0908,3.6606
1294,2024-04-18 05:30:00,2024-04-19 03:30:00,-7.4375,7.5736,3.2966
1295,2024-04-18 07:30:00,2024-04-18 19:30:00,-3.2881,7.3025,2.0243
1296,2024-04-18 09:30:00,2024-04-18 16:30:00,-8.042,10.6121,2.5798
1297,2024-04-18 11:30:00,2024-04-19 03:30:00,3.659,1.6384,5.5638
1298,2024-04-18 13:30:00,2024-04-19 02:30:00,14.4985,7.5559,14.8414
1299,2024-04-18 15:30:00,2024-04-18 16:30:00,-1.3334,1.9738,4.417
1300,2024-04-18 17:30:00,2024-04-19 11:30:00,-7.8338,13.5559,6.2241
1301,2024-04-18 19:30:00,2024-04-19 05:30:00,5.0,3.1443,8.1031
1302,2024-04-18 21:30:00,2024-04-19 14:30:00,-3.1346,5.084,1.9101
1303,2024-04-18 23:30:00,2024-04-19 20:30:00,6.9967,6.1161,11.5674
1304,2024-04-19 01:30:00,2024-04-19 16:30:00,-0.9101,3.7805,3.4716
1305,2024-04-19 03:30:00,2024-04-19 19:30:00,-2.6591,4.3698,1.993
1306,2024-04-19 05:30:00,2024-04-19 11:30:00,-0.3898,6.5281,7.9115
1307,2024-04-19 07:30:00,2024-04-19 13:30:00,4.2889,5.7478,4.3848
1308,2024-04-19 09:30:00,2024-04-19 19:30:00,-0.6371,6.243,4.5914
1309,2024-04-19 11:30:00,2024-04-20 07:30:00,-1.9836,11.647,0.5603
1310,2024-04-19 13:30:00,2024-04-20 02:30:00,-0.4942,3.8147,2.1657
1311,2024-04-19 15:30:00,2024-04-20 00:30:00,-5.8593,8.4956,5.6441
1312,2024-04-19 17:30:00,2024-04-20 11:30:00,2.4852,1.8954,3.4473
1313,2024-04-19 19:30:00,2024-04-20 15:30:00,-8.4336,12.263,0.0703
1314,2024-04-19 21:30:00,2024-04-20 18:30:00,-1.7206,4.5023,6.2542
1315,2024-04-19 23:30:00,2024-04-20 06:30:00,4.2969,4.0334,6.4336
1316,2024-04-20 01:30:00,2024-04-20 18:30:00,2.0152,1.1961,7.2889
1317,2024-04-20 03:30:00,2024-04-20 17:30:00,3.4516,6.4945,3.5073
1318,2024-04-20 05:30:00,2024-04-20 16:30:00,0.1748,4.3368,6.3948
1319,2024-04-20 07:30:00,2024-04-20 17:30:00,6.3487,3.6276,9.1696
1320,2024-04-20 09:30:00,2024-04-20 12:30:00,5.1235,3.4811,8.4279
1321,2024-04-20 11:30:00,2024-04-20 18:30:00,2.7307,5.4718,5.1256
1322,2024-04-20 13:30:00,2024-04-21 02:30:00,5.1377,5.0651,5.6213
1323,2024-04-20 15:30:00,2024-04-21 12:30:00,4.2521,1.6617,6.2471
1324,2024-04-20 17:30:00,2024-04-21 13:30:00,-1.6973,6.6682,0.6722
1325,2024-04-20 19:30:00,2024-04-21 00:30:00,-6.2195,8.7417,4.8786
1326,2024-04-20 21:30:00,2024-04-21 13:30:00,2.6018,7.7508,3.9926
1327,2024-04-20 23:30:00,2024-04-21 01:30:00,3.2304,5.2932,5.72
1328,2024-04-21 01:30:00,2024-04-21 17:30:00,5.9524,0.1232,8.9906
1329,2024-04-21 03:30:00,2024-04-21 11:30:00,-4.1816,13.1737,3.1802
1330,2024-04-21 05:30:00,2024-04-21 16:30:00,-4.0322,8.3383,3.8539
1331,2024-04-21 07:30:00,2024-04-22 00:30:00,2.7995,3.9121,4.254
1332,2024-04-21 09:30:00,2024-04-21 19:30:00,0.1442,0.0887,3.0444
1333,2024-04-21 11:30:00,2024-04-22 06:30:00,-8.9288,16.5753,2.4097
1334,2024-04-21 13:30:00,2024-04-22 02:30:00,2.3755,2.7584,4.1814
1335,2024-04-21 15:30:00,2024-04-22 14:30:00,-8.7621,9.1435,3.3152
1336,2024-04-21 17:30:00,2024-04-22 08:30:00,-4.2263,5.4268,2.4749
